Class,AntiSingleton,ClassDataShouldBePrivate,RefusedParentBequest,ComplexClass,LazyClass,LongParameterList,SpeculativeGenerality
org.apache.xalan.xsltc.compiler.ApplyImports,0,0,0,0,0,0,0
org.apache.xpath.patterns.NodeTest,0,0,0,0,0,0,0
org.apache.xml.serializer.Utils,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.IllegalCharException,0,0,0,0,1,0,0
org.apache.xalan.xsltc.compiler.ConcatCall,0,0,0,0,0,0,0
org.apache.xalan.xsltc.cmdline.Transform,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_ja,0,0,0,0,0,0,0
org.apache.xml.serializer.ToTextStream,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_fr,0,0,0,0,0,0,0
org.apache.xpath.patterns.StepPattern,0,0,0,0,0,4,0
org.apache.xalan.xsltc.compiler.ElementAvailableCall,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.SecuritySupport,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.BasisLibrary,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncStartsWith,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_it,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.sax2dtm.SAX2RTFDTM,0,0,0,0,0,3,0
org.apache.xalan.processor.ProcessorGlobalVariableDecl,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.LangCall,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.RelationalExpr,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.NodeSetType,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemExsltFuncResult,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncString,0,0,0,0,0,0,0
org.apache.xml.serializer.WriterToASCI,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_de,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.TransletOutput,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemLiteralResult,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_es,0,0,0,0,0,0,0
org.apache.xalan.transformer.KeyManager,0,0,0,0,0,5,0
org.apache.xalan.lib.sql.DTMDocument,0,0,0,0,0,3,0
org.apache.xalan.xsltc.dom.NodeCounter,0,0,0,0,0,3,0
org.apache.xalan.xsltc.compiler.Parser,0,0,0,1,0,0,0
org.apache.xpath.res.XPATHErrorResources_hu,0,0,0,0,0,0,0
org.apache.xml.utils.res.XResourceBundle,0,0,0,0,0,0,0
org.apache.xml.serializer.AttributesImplSerializer,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_cs,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemText,0,0,0,0,0,0,0
org.apache.xml.utils.res.XResources_sv,0,0,0,0,0,0,0
org.apache.xalan.transformer.ClonerToResultTree,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.FilteredAbsoluteLocationPath,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.ObjectFactory,0,0,0,0,0,0,0
org.apache.xml.dtm.DTMManager,14,14,0,0,0,6,0
org.apache.xml.utils.IntVector,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.LiteralElement,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.StringType,0,0,0,0,0,0,0
org.apache.xalan.xsltc.TransletException,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_ca,0,0,0,0,0,0,0
org.apache.xpath.compiler.SecuritySupport,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_pt_BR,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHMessages,0,0,0,0,0,0,0
org.apache.xml.serializer.SerializerTraceWriter,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_de,0,0,0,0,0,0,0
org.apache.xml.dtm.SecuritySupport12,0,0,0,0,0,0,0
org.apache.xalan.lib.sql.QueryParameter,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.XslAttribute,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ResultTreeType,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.NthIterator,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.Node,0,0,0,0,0,0,0
org.apache.xpath.Expression,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.output.WriterOutputBuffer,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.CallFunction,0,0,0,0,0,0,0
org.apache.xpath.objects.XBooleanStatic,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_cs,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.AbsoluteIterator,0,0,0,0,0,0,0
org.apache.xml.res.XMLErrorResources_ko,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.UseAttributeSets,0,0,0,0,0,0,0
org.apache.xml.utils.StringToStringTable,0,0,0,0,0,0,0
org.apache.xalan.xsltc.trax.TemplatesHandlerImpl,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_fr,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.ClonedNodeListIterator,0,0,0,0,0,0,0
org.apache.xpath.axes.IteratorPool,0,0,0,0,0,0,0
org.apache.xml.utils.XMLChar,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.UnsupportedElement,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.CachedNodeListIterator,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.XPathLexer,0,0,0,0,0,0,0
